layer,expert,rank_sum,action
26,148,210.0,keep
26,149,210.0,keep
27,50,210.0,keep
27,56,210.0,keep
28,245,210.0,keep
29,60,210.0,keep
32,141,210.0,keep
35,50,210.0,keep
35,208,210.0,keep
35,212,210.0,keep
37,127,210.0,keep
38,58,210.0,keep
39,54,210.0,keep
39,204,210.0,keep
42,50,210.0,keep
42,58,210.0,keep
43,126,210.0,keep
45,20,210.0,keep
45,239,210.0,keep
46,61,210.0,keep
49,7,210.0,keep
50,188,210.0,keep
53,222,210.0,keep
54,177,210.0,keep
55,50,210.0,keep
57,36,210.0,keep
57,180,210.0,keep
60,42,210.0,keep
61,6,210.0,keep
0,55,211.0,keep
1,180,211.0,keep
2,210,211.0,keep
4,250,211.0,keep
5,53,211.0,keep
6,229,211.0,keep
8,197,211.0,keep
10,129,211.0,keep
11,31,211.0,keep
13,20,211.0,keep
13,168,211.0,keep
14,127,211.0,keep
14,129,211.0,keep
14,200,211.0,keep
14,222,211.0,keep
15,198,211.0,keep
18,51,211.0,keep
18,234,211.0,keep
19,2,211.0,keep
19,132,211.0,keep
19,170,211.0,keep
20,204,211.0,keep
22,188,211.0,keep
24,143,211.0,keep
25,30,211.0,keep
26,39,211.0,keep
26,220,211.0,keep
28,201,211.0,keep
30,132,211.0,keep
31,33,211.0,keep
34,54,211.0,keep
34,152,211.0,keep
35,250,211.0,keep
37,2,211.0,keep
37,149,211.0,keep
39,29,211.0,keep
41,181,211.0,keep
42,40,211.0,keep
43,158,211.0,keep
44,2,211.0,keep
44,142,211.0,keep
46,173,211.0,keep
47,39,211.0,keep
47,221,211.0,keep
48,181,211.0,keep
51,32,211.0,keep
51,144,211.0,keep
53,179,211.0,keep
53,183,211.0,keep
54,43,211.0,keep
55,168,211.0,keep
55,185,211.0,keep
56,158,211.0,keep
56,173,211.0,keep
56,185,211.0,keep
56,226,211.0,keep
57,241,211.0,keep
59,177,211.0,keep
0,182,212.0,keep
1,212,212.0,keep
2,250,212.0,keep
4,180,212.0,keep
6,37,212.0,keep
8,131,212.0,keep
9,39,212.0,keep
9,215,212.0,keep
10,20,212.0,keep
11,188,212.0,keep
12,183,212.0,keep
13,3,212.0,keep
13,176,212.0,keep
14,211,212.0,keep
14,215,212.0,keep
17,182,212.0,keep
18,179,212.0,keep
18,243,212.0,keep
20,43,212.0,keep
22,221,212.0,keep
24,10,212.0,keep
24,211,212.0,keep
27,148,212.0,keep
30,197,212.0,keep
30,227,212.0,keep
31,44,212.0,keep
31,145,212.0,keep
34,141,212.0,keep
35,59,212.0,keep
36,224,212.0,keep
38,155,212.0,keep
50,9,212.0,keep
52,5,212.0,keep
53,178,212.0,keep
60,141,212.0,keep
1,141,213.0,keep
4,20,213.0,keep
7,144,213.0,keep
8,236,213.0,keep
9,32,213.0,keep
9,61,213.0,keep
13,237,213.0,keep
15,178,213.0,keep
15,251,213.0,keep
16,176,213.0,keep
17,40,213.0,keep
21,54,213.0,keep
22,239,213.0,keep
23,127,213.0,keep
26,238,213.0,keep
31,140,213.0,keep
33,52,213.0,keep
33,205,213.0,keep
33,248,213.0,keep
35,132,213.0,keep
36,145,213.0,keep
37,139,213.0,keep
40,199,213.0,keep
42,183,213.0,keep
44,140,213.0,keep
44,153,213.0,keep
45,136,213.0,keep
45,137,213.0,keep
47,20,213.0,keep
49,250,213.0,keep
50,52,213.0,keep
50,199,213.0,keep
50,250,213.0,keep
52,196,213.0,keep
55,131,213.0,keep
55,241,213.0,keep
57,244,213.0,keep
58,29,213.0,keep
61,191,213.0,keep
2,214,214.0,keep
4,176,214.0,keep
6,227,214.0,keep
11,44,214.0,keep
11,244,214.0,keep
13,2,214.0,keep
13,187,214.0,keep
18,2,214.0,keep
19,7,214.0,keep
19,153,214.0,keep
19,178,214.0,keep
23,36,214.0,keep
23,43,214.0,keep
23,240,214.0,keep
26,234,214.0,keep
27,201,214.0,keep
30,10,214.0,keep
31,247,214.0,keep
32,159,214.0,keep
32,177,214.0,keep
32,210,214.0,keep
33,170,214.0,keep
38,151,214.0,keep
39,182,214.0,keep
39,246,214.0,keep
41,47,214.0,keep
42,59,214.0,keep
43,45,214.0,keep
46,11,214.0,keep
46,46,214.0,keep
46,235,214.0,keep
47,57,214.0,keep
49,42,214.0,keep
51,236,214.0,keep
54,0,214.0,keep
54,229,214.0,keep
55,227,214.0,keep
55,230,214.0,keep
56,167,214.0,keep
60,226,214.0,keep
61,221,214.0,keep
61,241,214.0,keep
0,35,215.0,keep
2,206,215.0,keep
2,235,215.0,keep
3,204,215.0,keep
3,208,215.0,keep
4,150,215.0,keep
5,8,215.0,keep
5,235,215.0,keep
9,169,215.0,keep
11,146,215.0,keep
14,236,215.0,keep
18,52,215.0,keep
18,172,215.0,keep
18,219,215.0,keep
19,226,215.0,keep
19,246,215.0,keep
20,199,215.0,keep
21,148,215.0,keep
21,201,215.0,keep
22,10,215.0,keep
23,233,215.0,keep
24,252,215.0,keep
25,200,215.0,keep
26,4,215.0,keep
27,139,215.0,keep
30,169,215.0,keep
30,222,215.0,keep
36,232,215.0,keep
37,191,215.0,keep
38,1,215.0,keep
38,126,215.0,keep
39,162,215.0,keep
40,61,215.0,keep
42,2,215.0,keep
42,228,215.0,keep
47,169,215.0,keep
48,3,215.0,keep
49,50,215.0,keep
50,172,215.0,keep
52,172,215.0,keep
53,58,215.0,keep
53,59,215.0,keep
53,144,215.0,keep
57,45,215.0,keep
57,208,215.0,keep
59,2,215.0,keep
59,10,215.0,keep
60,252,215.0,keep
0,1,216.0,keep
0,157,216.0,keep
3,182,216.0,keep
8,148,216.0,keep
10,58,216.0,keep
10,154,216.0,keep
10,212,216.0,keep
11,242,216.0,keep
16,37,216.0,keep
16,222,216.0,keep
19,126,216.0,keep
26,35,216.0,keep
26,211,216.0,keep
33,177,216.0,keep
37,190,216.0,keep
39,159,216.0,keep
42,173,216.0,keep
44,193,216.0,keep
45,212,216.0,keep
47,146,216.0,keep
47,234,216.0,keep
48,26,216.0,keep
48,155,216.0,keep
48,233,216.0,keep
54,4,216.0,keep
54,154,216.0,keep
55,142,216.0,keep
55,172,216.0,keep
56,211,216.0,keep
57,140,216.0,keep
58,220,216.0,keep
59,192,216.0,keep
59,213,216.0,keep
60,49,216.0,keep
61,247,216.0,keep
61,251,216.0,keep
0,53,217.0,keep
1,182,217.0,keep
4,4,217.0,keep
4,60,217.0,keep
6,40,217.0,keep
8,11,217.0,keep
8,40,217.0,keep
8,46,217.0,keep
9,158,217.0,keep
10,166,217.0,keep
11,140,217.0,keep
11,168,217.0,keep
16,233,217.0,keep
17,136,217.0,keep
21,171,217.0,keep
23,47,217.0,keep
24,239,217.0,keep
25,47,217.0,keep
30,7,217.0,keep
30,192,217.0,keep
31,219,217.0,keep
32,252,217.0,keep
35,20,217.0,keep
38,0,217.0,keep
40,168,217.0,keep
42,152,217.0,keep
43,208,217.0,keep
44,51,217.0,keep
44,252,217.0,keep
46,40,217.0,keep
47,2,217.0,keep
47,129,217.0,keep
51,200,217.0,keep
52,51,217.0,keep
52,161,217.0,keep
54,145,217.0,keep
55,37,217.0,keep
56,162,217.0,keep
56,242,217.0,keep
58,34,217.0,keep
58,129,217.0,keep
60,9,217.0,keep
60,143,217.0,keep
60,212,217.0,keep
0,40,218.0,keep
1,239,218.0,keep
1,246,218.0,keep
3,239,218.0,keep
6,190,218.0,keep
6,219,218.0,keep
7,29,218.0,keep
8,51,218.0,keep
12,169,218.0,keep
18,218,218.0,keep
18,251,218.0,keep
20,231,218.0,keep
21,57,218.0,keep
21,162,218.0,keep
22,214,218.0,keep
24,186,218.0,keep
26,206,218.0,keep
27,169,218.0,keep
28,209,218.0,keep
30,243,218.0,keep
30,244,218.0,keep
34,208,218.0,keep
35,38,218.0,keep
35,224,218.0,keep
38,44,218.0,keep
38,217,218.0,keep
39,244,218.0,keep
41,203,218.0,keep
42,198,218.0,keep
43,195,218.0,keep
45,195,218.0,keep
45,209,218.0,keep
47,224,218.0,keep
48,190,218.0,keep
49,136,218.0,keep
49,248,218.0,keep
50,51,218.0,keep
52,253,218.0,keep
55,170,218.0,keep
59,126,218.0,keep
60,186,218.0,keep
0,179,219.0,keep
0,214,219.0,keep
1,209,219.0,keep
2,232,219.0,keep
6,154,219.0,keep
6,191,219.0,keep
7,219,219.0,keep
7,251,219.0,keep
8,186,219.0,keep
11,172,219.0,keep
14,45,219.0,keep
16,140,219.0,keep
20,193,219.0,keep
23,32,219.0,keep
23,141,219.0,keep
26,187,219.0,keep
27,233,219.0,keep
28,29,219.0,keep
29,181,219.0,keep
31,237,219.0,keep
32,171,219.0,keep
33,147,219.0,keep
42,229,219.0,keep
47,204,219.0,keep
48,161,219.0,keep
49,49,219.0,keep
49,140,219.0,keep
51,198,219.0,keep
53,158,219.0,keep
54,20,219.0,keep
54,39,219.0,keep
57,46,219.0,keep
57,59,219.0,keep
57,130,219.0,keep
58,200,219.0,keep
59,8,219.0,keep
59,214,219.0,keep
60,241,219.0,keep
1,251,220.0,keep
2,129,220.0,keep
4,171,220.0,keep
5,180,220.0,keep
7,30,220.0,keep
7,242,220.0,keep
8,198,220.0,keep
10,159,220.0,keep
11,199,220.0,keep
12,151,220.0,keep
16,34,220.0,keep
16,47,220.0,keep
16,218,220.0,keep
16,246,220.0,keep
17,153,220.0,keep
18,3,220.0,keep
18,249,220.0,keep
24,11,220.0,keep
26,229,220.0,keep
30,186,220.0,keep
33,44,220.0,keep
36,57,220.0,keep
44,181,220.0,keep
45,224,220.0,keep
46,222,220.0,keep
47,245,220.0,keep
48,42,220.0,keep
48,45,220.0,keep
49,5,220.0,keep
51,145,220.0,keep
51,214,220.0,keep
53,229,220.0,keep
58,213,220.0,keep
2,7,221.0,keep
3,222,221.0,keep
6,172,221.0,keep
6,215,221.0,keep
9,10,221.0,keep
9,178,221.0,keep
11,160,221.0,keep
14,168,221.0,keep
15,32,221.0,keep
15,190,221.0,keep
15,219,221.0,keep
16,175,221.0,keep
16,252,221.0,keep
18,184,221.0,keep
19,31,221.0,keep
20,147,221.0,keep
22,138,221.0,keep
24,232,221.0,keep
26,135,221.0,keep
26,159,221.0,keep
27,6,221.0,keep
28,149,221.0,keep
31,32,221.0,keep
33,1,221.0,keep
34,204,221.0,keep
40,136,221.0,keep
41,250,221.0,keep
45,227,221.0,keep
47,31,221.0,keep
47,162,221.0,keep
47,222,221.0,keep
48,193,221.0,keep
48,253,221.0,keep
49,47,221.0,keep
49,196,221.0,keep
50,53,221.0,keep
51,60,221.0,keep
54,58,221.0,keep
56,232,221.0,keep
58,216,221.0,keep
59,195,221.0,keep
61,152,221.0,keep
0,205,222.0,keep
1,126,222.0,keep
2,205,222.0,keep
2,237,222.0,keep
5,174,222.0,keep
6,232,222.0,keep
9,201,222.0,keep
11,195,222.0,keep
12,146,222.0,keep
13,202,222.0,keep
14,41,222.0,keep
17,10,222.0,keep
17,150,222.0,keep
18,223,222.0,keep
19,190,222.0,keep
21,136,222.0,keep
22,132,222.0,keep
22,154,222.0,keep
23,146,222.0,keep
23,227,222.0,keep
25,4,222.0,keep
27,249,222.0,keep
28,145,222.0,keep
28,161,222.0,keep
29,241,222.0,keep
32,156,222.0,keep
33,186,222.0,keep
34,153,222.0,keep
36,160,222.0,keep
41,44,222.0,keep
42,45,222.0,keep
45,34,222.0,keep
47,33,222.0,keep
47,227,222.0,keep
48,129,222.0,keep
48,194,222.0,keep
50,210,222.0,keep
51,203,222.0,keep
52,33,222.0,keep
54,171,222.0,keep
55,242,222.0,keep
56,206,222.0,keep
58,138,222.0,keep
59,158,222.0,keep
59,238,222.0,keep
0,130,223.0,keep
0,220,223.0,keep
1,166,223.0,keep
3,52,223.0,keep
3,128,223.0,keep
4,11,223.0,keep
4,187,223.0,keep
6,193,223.0,keep
6,210,223.0,keep
7,181,223.0,keep
12,253,223.0,keep
13,233,223.0,keep
14,229,223.0,keep
15,31,223.0,keep
15,154,223.0,keep
15,174,223.0,keep
15,215,223.0,keep
17,129,223.0,keep
17,166,223.0,keep
17,230,223.0,keep
18,230,223.0,keep
20,6,223.0,keep
21,58,223.0,keep
22,41,223.0,keep
22,48,223.0,keep
22,135,223.0,keep
23,128,223.0,keep
25,173,223.0,keep
31,158,223.0,keep
32,165,223.0,keep
37,10,223.0,keep
37,57,223.0,keep
42,131,223.0,keep
45,38,223.0,keep
45,154,223.0,keep
45,252,223.0,keep
47,187,223.0,keep
50,134,223.0,keep
54,134,223.0,keep
55,7,223.0,keep
55,59,223.0,keep
55,140,223.0,keep
56,49,223.0,keep
61,158,223.0,keep
1,40,224.0,keep
3,126,224.0,keep
3,175,224.0,keep
3,252,224.0,keep
4,61,224.0,keep
5,128,224.0,keep
6,150,224.0,keep
6,177,224.0,keep
6,199,224.0,keep
7,10,224.0,keep
10,38,224.0,keep
10,222,224.0,keep
11,152,224.0,keep
12,198,224.0,keep
14,157,224.0,keep
14,238,224.0,keep
14,242,224.0,keep
15,227,224.0,keep
16,155,224.0,keep
17,7,224.0,keep
17,179,224.0,keep
20,201,224.0,keep
22,224,224.0,keep
26,48,224.0,keep
29,189,224.0,keep
30,162,224.0,keep
30,163,224.0,keep
31,9,224.0,keep
32,2,224.0,keep
37,189,224.0,keep
37,227,224.0,keep
38,5,224.0,keep
38,164,224.0,keep
45,246,224.0,keep
47,212,224.0,keep
49,34,224.0,keep
49,154,224.0,keep
50,207,224.0,keep
51,252,224.0,keep
52,231,224.0,keep
58,26,224.0,keep
59,173,224.0,keep
59,197,224.0,keep
61,37,224.0,keep
2,211,225.0,keep
5,241,225.0,keep
6,126,225.0,keep
6,218,225.0,keep
8,4,225.0,keep
10,134,225.0,keep
14,173,225.0,keep
16,26,225.0,keep
19,216,225.0,keep
20,154,225.0,keep
21,56,225.0,keep
23,177,225.0,keep
24,230,225.0,keep
30,188,225.0,keep
32,185,225.0,keep
33,234,225.0,keep
35,39,225.0,keep
37,6,225.0,keep
39,189,225.0,keep
43,30,225.0,keep
45,220,225.0,keep
50,7,225.0,keep
50,232,225.0,keep
54,147,225.0,keep
56,133,225.0,keep
57,198,225.0,keep
58,41,225.0,keep
58,215,225.0,keep
59,157,225.0,keep
60,26,225.0,keep
60,182,225.0,keep
0,153,226.0,keep
4,133,226.0,keep
4,137,226.0,keep
7,137,226.0,keep
9,58,226.0,keep
9,235,226.0,keep
11,175,226.0,keep
11,213,226.0,keep
11,241,226.0,keep
16,187,226.0,keep
17,199,226.0,keep
20,207,226.0,keep
22,32,226.0,keep
22,167,226.0,keep
24,20,226.0,keep
27,140,226.0,keep
31,234,226.0,keep
33,159,226.0,keep
38,211,226.0,keep
39,3,226.0,keep
39,127,226.0,keep
39,191,226.0,keep
40,214,226.0,keep
41,234,226.0,keep
43,6,226.0,keep
43,175,226.0,keep
44,207,226.0,keep
45,169,226.0,keep
45,201,226.0,keep
47,131,226.0,keep
48,55,226.0,keep
48,214,226.0,keep
50,131,226.0,keep
51,33,226.0,keep
51,193,226.0,keep
53,3,226.0,keep
53,146,226.0,keep
55,173,226.0,keep
55,218,226.0,keep
57,218,226.0,keep
57,235,226.0,keep
0,132,227.0,keep
1,168,227.0,keep
1,250,227.0,keep
3,132,227.0,keep
5,52,227.0,keep
5,225,227.0,keep
7,130,227.0,keep
7,164,227.0,keep
8,204,227.0,keep
9,40,227.0,keep
13,200,227.0,keep
13,234,227.0,keep
18,50,227.0,keep
19,242,227.0,keep
20,189,227.0,keep
21,7,227.0,keep
21,154,227.0,keep
21,197,227.0,keep
22,141,227.0,keep
23,38,227.0,keep
29,9,227.0,keep
29,195,227.0,keep
31,135,227.0,keep
32,166,227.0,keep
37,36,227.0,keep
37,209,227.0,keep
41,5,227.0,keep
44,5,227.0,keep
45,33,227.0,keep
47,56,227.0,keep
47,183,227.0,keep
49,20,227.0,keep
49,134,227.0,keep
50,161,227.0,keep
50,225,227.0,keep
55,246,227.0,keep
57,37,227.0,keep
57,176,227.0,keep
58,229,227.0,keep
59,54,227.0,keep
59,61,227.0,keep
1,248,228.0,keep
2,133,228.0,keep
3,29,228.0,keep
3,159,228.0,keep
4,167,228.0,keep
5,0,228.0,keep
6,158,228.0,keep
9,156,228.0,keep
10,48,228.0,keep
10,175,228.0,keep
12,236,228.0,keep
14,3,228.0,keep
15,176,228.0,keep
15,188,228.0,keep
15,203,228.0,keep
17,1,228.0,keep
19,227,228.0,keep
20,214,228.0,keep
21,133,228.0,keep
23,133,228.0,keep
23,163,228.0,keep
24,169,228.0,keep
24,180,228.0,keep
24,198,228.0,keep
24,247,228.0,keep
25,57,228.0,keep
25,194,228.0,keep
29,206,228.0,keep
31,1,228.0,keep
31,45,228.0,keep
31,221,228.0,keep
33,129,228.0,keep
34,162,228.0,keep
40,210,228.0,keep
41,36,228.0,keep
41,184,228.0,keep
42,29,228.0,keep
42,154,228.0,keep
42,244,228.0,keep
44,164,228.0,keep
44,171,228.0,keep
44,244,228.0,keep
45,242,228.0,keep
46,192,228.0,keep
54,151,228.0,keep
56,209,228.0,keep
59,38,228.0,keep
59,47,228.0,keep
0,204,229.0,keep
2,169,229.0,keep
3,6,229.0,keep
3,249,229.0,keep
4,225,229.0,keep
5,20,229.0,keep
5,229,229.0,keep
7,151,229.0,keep
10,161,229.0,keep
10,176,229.0,keep
11,37,229.0,keep
13,229,229.0,keep
15,40,229.0,keep
16,129,229.0,keep
19,30,229.0,keep
20,57,229.0,keep
21,217,229.0,keep
21,246,229.0,keep
22,246,229.0,keep
24,142,229.0,keep
26,141,229.0,keep
27,34,229.0,keep
28,8,229.0,keep
29,26,229.0,keep
29,144,229.0,keep
29,176,229.0,keep
32,57,229.0,keep
37,40,229.0,keep
37,241,229.0,keep
38,189,229.0,keep
38,235,229.0,keep
40,157,229.0,keep
40,234,229.0,keep
43,53,229.0,keep
48,32,229.0,keep
48,47,229.0,keep
50,185,229.0,keep
51,177,229.0,keep
52,59,229.0,keep
52,197,229.0,keep
53,204,229.0,keep
54,156,229.0,keep
56,46,229.0,keep
57,226,229.0,keep
58,190,229.0,keep
61,5,229.0,keep
61,209,229.0,keep
2,5,230.0,keep
2,184,230.0,keep
3,168,230.0,keep
3,196,230.0,keep
5,41,230.0,keep
5,131,230.0,keep
7,129,230.0,keep
12,0,230.0,keep
14,37,230.0,keep
16,163,230.0,keep
18,10,230.0,keep
18,156,230.0,keep
23,210,230.0,keep
24,137,230.0,keep
25,158,230.0,keep
26,240,230.0,keep
28,2,230.0,keep
28,42,230.0,keep
28,232,230.0,keep
29,40,230.0,keep
29,231,230.0,keep
30,190,230.0,keep
31,34,230.0,keep
31,159,230.0,keep
31,195,230.0,keep
33,39,230.0,keep
34,47,230.0,keep
34,61,230.0,keep
34,209,230.0,keep
40,56,230.0,keep
40,135,230.0,keep
43,56,230.0,keep
43,149,230.0,keep
43,188,230.0,keep
44,223,230.0,keep
50,231,230.0,keep
51,207,230.0,keep
52,203,230.0,keep
55,129,230.0,keep
56,227,230.0,keep
56,233,230.0,keep
2,215,231.0,keep
5,147,231.0,keep
6,2,231.0,keep
10,237,231.0,keep
12,2,231.0,keep
12,212,231.0,keep
13,189,231.0,keep
15,152,231.0,keep
17,197,231.0,keep
17,229,231.0,keep
18,165,231.0,keep
19,4,231.0,keep
21,222,231.0,keep
21,234,231.0,keep
22,136,231.0,keep
22,139,231.0,keep
25,44,231.0,keep
28,140,231.0,keep
30,153,231.0,keep
34,126,231.0,keep
35,0,231.0,keep
35,246,231.0,keep
36,31,231.0,keep
36,219,231.0,keep
38,40,231.0,keep
39,147,231.0,keep
39,160,231.0,keep
41,224,231.0,keep
42,149,231.0,keep
43,160,231.0,keep
43,247,231.0,keep
44,20,231.0,keep
46,168,231.0,keep
49,170,231.0,keep
50,0,231.0,keep
50,40,231.0,keep
50,197,231.0,keep
51,176,231.0,keep
52,229,231.0,keep
53,193,231.0,keep
53,227,231.0,keep
54,165,231.0,keep
56,56,231.0,keep
57,242,231.0,keep
58,3,231.0,keep
60,148,231.0,keep
61,196,231.0,keep
61,208,231.0,keep
0,224,232.0,keep
1,61,232.0,keep
3,173,232.0,keep
3,234,232.0,keep
4,34,232.0,keep
5,221,232.0,keep
7,213,232.0,keep
8,45,232.0,keep
9,221,232.0,keep
10,4,232.0,keep
10,145,232.0,keep
11,170,232.0,keep
20,45,232.0,keep
20,200,232.0,keep
22,5,232.0,keep
22,61,232.0,keep
23,145,232.0,keep
23,213,232.0,keep
23,214,232.0,keep
27,159,232.0,keep
28,47,232.0,keep
29,230,232.0,keep
32,209,232.0,keep
33,190,232.0,keep
33,233,232.0,keep
34,135,232.0,keep
34,160,232.0,keep
42,177,232.0,keep
43,16,232.0,keep
43,141,232.0,keep
45,229,232.0,keep
46,32,232.0,keep
46,48,232.0,keep
46,217,232.0,keep
46,231,232.0,keep
47,182,232.0,keep
50,38,232.0,keep
51,172,232.0,keep
52,48,232.0,keep
53,132,232.0,keep
53,209,232.0,keep
54,33,232.0,keep
55,35,232.0,keep
56,135,232.0,keep
57,200,232.0,keep
0,61,233.0,keep
4,245,233.0,keep
5,159,233.0,keep
9,244,233.0,keep
10,7,233.0,keep
11,153,233.0,keep
12,158,233.0,keep
17,180,233.0,keep
17,217,233.0,keep
20,134,233.0,keep
24,150,233.0,keep
27,37,233.0,keep
27,252,233.0,keep
28,173,233.0,keep
33,154,233.0,keep
35,32,233.0,keep
36,149,233.0,keep
37,166,233.0,keep
37,202,233.0,keep
38,36,233.0,keep
38,184,233.0,keep
43,31,233.0,keep
43,232,233.0,keep
44,59,233.0,keep
44,139,233.0,keep
45,208,233.0,keep
48,10,233.0,keep
49,29,233.0,keep
49,158,233.0,keep
50,166,233.0,keep
53,225,233.0,keep
57,1,233.0,keep
59,154,233.0,keep
59,250,233.0,keep
60,194,233.0,keep
2,177,234.0,keep
4,253,234.0,keep
5,127,234.0,keep
9,159,234.0,keep
14,171,234.0,keep
14,177,234.0,keep
21,141,234.0,keep
22,233,234.0,keep
24,33,234.0,keep
25,53,234.0,keep
25,55,234.0,keep
26,2,234.0,keep
31,164,234.0,keep
31,238,234.0,keep
32,158,234.0,keep
32,251,234.0,keep
32,253,234.0,keep
33,133,234.0,keep
33,223,234.0,keep
35,131,234.0,keep
35,134,234.0,keep
37,142,234.0,keep
38,187,234.0,keep
42,126,234.0,keep
43,172,234.0,keep
44,11,234.0,keep
44,251,234.0,keep
45,9,234.0,keep
45,139,234.0,keep
46,209,234.0,keep
48,226,234.0,keep
49,249,234.0,keep
52,226,234.0,keep
58,135,234.0,keep
58,253,234.0,keep
61,36,234.0,keep
61,160,234.0,keep
4,205,235.0,keep
5,55,235.0,keep
5,199,235.0,keep
6,139,235.0,keep
6,240,235.0,keep
7,248,235.0,keep
9,165,235.0,keep
10,149,235.0,keep
11,174,235.0,keep
11,194,235.0,keep
11,203,235.0,keep
12,155,235.0,keep
13,37,235.0,keep
19,213,235.0,keep
20,237,235.0,keep
23,226,235.0,keep
25,169,235.0,keep
26,8,235.0,keep
27,44,235.0,keep
27,188,235.0,keep
27,239,235.0,keep
28,176,235.0,keep
28,246,235.0,keep
29,215,235.0,keep
32,143,235.0,keep
34,170,235.0,keep
35,6,235.0,keep
35,61,235.0,keep
36,61,235.0,keep
38,50,235.0,keep
38,153,235.0,keep
40,167,235.0,keep
41,32,235.0,keep
41,126,235.0,keep
42,172,235.0,keep
44,54,235.0,keep
44,130,235.0,keep
46,199,235.0,keep
48,178,235.0,keep
50,47,235.0,keep
59,138,235.0,keep
59,194,235.0,keep
1,167,236.0,keep
3,58,236.0,keep
7,160,236.0,keep
11,34,236.0,keep
11,197,236.0,keep
14,161,236.0,keep
14,194,236.0,keep
15,135,236.0,keep
17,207,236.0,keep
18,133,236.0,keep
18,206,236.0,keep
19,38,236.0,keep
19,222,236.0,keep
19,248,236.0,keep
20,243,236.0,keep
23,183,236.0,keep
25,201,236.0,keep
27,175,236.0,keep
27,180,236.0,keep
28,249,236.0,keep
32,148,236.0,keep
33,183,236.0,keep
33,246,236.0,keep
34,16,236.0,keep
35,167,236.0,keep
36,175,236.0,keep
37,11,236.0,keep
39,145,236.0,keep
48,238,236.0,keep
52,60,236.0,keep
52,221,236.0,keep
53,127,236.0,keep
53,175,236.0,keep
54,184,236.0,keep
54,211,236.0,keep
57,141,236.0,keep
59,53,236.0,keep
60,249,236.0,keep
3,155,237.0,keep
4,49,237.0,keep
5,36,237.0,keep
5,232,237.0,keep
5,252,237.0,keep
6,182,237.0,keep
6,253,237.0,keep
7,206,237.0,keep
7,222,237.0,keep
10,30,237.0,keep
10,184,237.0,keep
11,49,237.0,keep
11,56,237.0,keep
11,164,237.0,keep
12,234,237.0,keep
14,40,237.0,keep
15,10,237.0,keep
15,233,237.0,keep
16,6,237.0,keep
16,60,237.0,keep
19,129,237.0,keep
20,197,237.0,keep
21,220,237.0,keep
22,4,237.0,keep
25,205,237.0,keep
26,212,237.0,keep
26,228,237.0,keep
27,173,237.0,keep
27,241,237.0,keep
30,31,237.0,keep
35,186,237.0,keep
36,55,237.0,keep
37,171,237.0,keep
39,31,237.0,keep
41,131,237.0,keep
41,175,237.0,keep
44,149,237.0,keep
44,235,237.0,keep
46,55,237.0,keep
46,166,237.0,keep
47,38,237.0,keep
49,41,237.0,keep
50,44,237.0,keep
50,132,237.0,keep
52,245,237.0,keep
54,44,237.0,keep
56,249,237.0,keep
58,158,237.0,keep
58,165,237.0,keep
58,182,237.0,keep
58,235,237.0,keep
