layer,expert,rank_sum,action
28,52,181.0,keep
28,205,181.0,keep
29,138,181.0,keep
29,164,181.0,keep
30,219,181.0,keep
32,4,181.0,keep
33,161,181.0,keep
34,7,181.0,keep
34,131,181.0,keep
34,198,181.0,keep
34,203,181.0,keep
37,47,181.0,keep
38,246,181.0,keep
41,195,181.0,keep
42,224,181.0,keep
43,3,181.0,keep
46,177,181.0,keep
47,159,181.0,keep
48,179,181.0,keep
49,219,181.0,keep
49,239,181.0,keep
54,7,181.0,keep
55,201,181.0,keep
55,205,181.0,keep
56,32,181.0,keep
58,248,181.0,keep
59,41,181.0,keep
59,151,181.0,keep
61,130,181.0,keep
0,49,182.0,keep
1,37,182.0,keep
2,196,182.0,keep
5,150,182.0,keep
7,191,182.0,keep
7,214,182.0,keep
8,56,182.0,keep
9,247,182.0,keep
15,0,182.0,keep
16,48,182.0,keep
18,126,182.0,keep
21,168,182.0,keep
21,182,182.0,keep
23,35,182.0,keep
24,160,182.0,keep
24,234,182.0,keep
28,172,182.0,keep
29,127,182.0,keep
29,141,182.0,keep
29,196,182.0,keep
30,239,182.0,keep
32,233,182.0,keep
33,188,182.0,keep
36,142,182.0,keep
36,217,182.0,keep
38,158,182.0,keep
40,31,182.0,keep
41,55,182.0,keep
42,34,182.0,keep
43,216,182.0,keep
44,47,182.0,keep
45,49,182.0,keep
45,184,182.0,keep
46,228,182.0,keep
51,170,182.0,keep
52,31,182.0,keep
53,139,182.0,keep
56,34,182.0,keep
61,224,182.0,keep
1,189,183.0,keep
2,209,183.0,keep
4,47,183.0,keep
6,51,183.0,keep
8,132,183.0,keep
10,165,183.0,keep
11,53,183.0,keep
12,200,183.0,keep
14,170,183.0,keep
15,208,183.0,keep
15,218,183.0,keep
16,8,183.0,keep
18,239,183.0,keep
19,245,183.0,keep
19,253,183.0,keep
20,210,183.0,keep
24,167,183.0,keep
28,147,183.0,keep
31,130,183.0,keep
31,142,183.0,keep
31,185,183.0,keep
32,174,183.0,keep
33,152,183.0,keep
35,42,183.0,keep
36,132,183.0,keep
37,37,183.0,keep
39,206,183.0,keep
39,228,183.0,keep
41,6,183.0,keep
41,204,183.0,keep
43,183,183.0,keep
43,230,183.0,keep
44,30,183.0,keep
45,16,183.0,keep
45,159,183.0,keep
45,182,183.0,keep
47,4,183.0,keep
47,50,183.0,keep
52,164,183.0,keep
54,133,183.0,keep
55,188,183.0,keep
56,33,183.0,keep
61,16,183.0,keep
0,208,184.0,keep
2,156,184.0,keep
4,51,184.0,keep
4,157,184.0,keep
6,251,184.0,keep
7,172,184.0,keep
7,201,184.0,keep
8,247,184.0,keep
9,206,184.0,keep
13,50,184.0,keep
13,58,184.0,keep
14,53,184.0,keep
16,196,184.0,keep
20,161,184.0,keep
21,163,184.0,keep
21,194,184.0,keep
22,236,184.0,keep
22,250,184.0,keep
23,148,184.0,keep
23,197,184.0,keep
24,249,184.0,keep
27,158,184.0,keep
28,44,184.0,keep
28,193,184.0,keep
28,198,184.0,keep
30,173,184.0,keep
32,227,184.0,keep
32,250,184.0,keep
36,134,184.0,keep
36,192,184.0,keep
36,241,184.0,keep
39,38,184.0,keep
40,36,184.0,keep
41,171,184.0,keep
41,216,184.0,keep
43,162,184.0,keep
46,8,184.0,keep
48,135,184.0,keep
49,202,184.0,keep
51,168,184.0,keep
52,158,184.0,keep
53,160,184.0,keep
55,236,184.0,keep
56,43,184.0,keep
59,148,184.0,keep
61,40,184.0,keep
0,43,185.0,keep
0,192,185.0,keep
1,196,185.0,keep
3,206,185.0,keep
4,50,185.0,keep
5,230,185.0,keep
6,10,185.0,keep
6,148,185.0,keep
9,166,185.0,keep
10,5,185.0,keep
10,185,185.0,keep
11,32,185.0,keep
13,162,185.0,keep
14,219,185.0,keep
16,225,185.0,keep
21,32,185.0,keep
24,16,185.0,keep
25,29,185.0,keep
25,164,185.0,keep
25,183,185.0,keep
27,162,185.0,keep
28,153,185.0,keep
30,53,185.0,keep
30,158,185.0,keep
31,20,185.0,keep
32,213,185.0,keep
37,146,185.0,keep
37,239,185.0,keep
39,171,185.0,keep
39,172,185.0,keep
41,38,185.0,keep
42,20,185.0,keep
43,251,185.0,keep
46,126,185.0,keep
47,40,185.0,keep
47,46,185.0,keep
49,141,185.0,keep
50,229,185.0,keep
55,60,185.0,keep
57,2,185.0,keep
59,251,185.0,keep
61,131,185.0,keep
1,3,186.0,keep
1,55,186.0,keep
5,2,186.0,keep
6,152,186.0,keep
6,252,186.0,keep
7,173,186.0,keep
8,218,186.0,keep
8,226,186.0,keep
9,170,186.0,keep
9,183,186.0,keep
9,220,186.0,keep
12,39,186.0,keep
12,134,186.0,keep
12,209,186.0,keep
13,56,186.0,keep
13,128,186.0,keep
14,203,186.0,keep
14,216,186.0,keep
15,195,186.0,keep
16,41,186.0,keep
18,39,186.0,keep
19,235,186.0,keep
29,57,186.0,keep
29,192,186.0,keep
29,227,186.0,keep
30,20,186.0,keep
32,42,186.0,keep
39,49,186.0,keep
41,150,186.0,keep
43,178,186.0,keep
44,201,186.0,keep
45,0,186.0,keep
45,231,186.0,keep
48,133,186.0,keep
48,222,186.0,keep
50,246,186.0,keep
51,237,186.0,keep
52,251,186.0,keep
53,49,186.0,keep
53,142,186.0,keep
54,167,186.0,keep
55,194,186.0,keep
60,232,186.0,keep
0,9,187.0,keep
0,196,187.0,keep
1,36,187.0,keep
1,162,187.0,keep
2,40,187.0,keep
2,227,187.0,keep
3,231,187.0,keep
5,201,187.0,keep
8,54,187.0,keep
9,237,187.0,keep
12,50,187.0,keep
12,148,187.0,keep
12,249,187.0,keep
15,184,187.0,keep
17,160,187.0,keep
19,56,187.0,keep
20,146,187.0,keep
22,6,187.0,keep
24,179,187.0,keep
24,217,187.0,keep
26,20,187.0,keep
29,233,187.0,keep
32,60,187.0,keep
32,131,187.0,keep
32,193,187.0,keep
35,242,187.0,keep
36,188,187.0,keep
36,207,187.0,keep
36,249,187.0,keep
37,147,187.0,keep
42,4,187.0,keep
44,204,187.0,keep
47,167,187.0,keep
50,174,187.0,keep
51,3,187.0,keep
56,16,187.0,keep
58,45,187.0,keep
59,184,187.0,keep
59,225,187.0,keep
61,178,187.0,keep
61,236,187.0,keep
2,159,188.0,keep
3,236,188.0,keep
4,0,188.0,keep
5,39,188.0,keep
5,166,188.0,keep
5,210,188.0,keep
6,39,188.0,keep
10,32,188.0,keep
10,45,188.0,keep
11,2,188.0,keep
12,60,188.0,keep
19,142,188.0,keep
20,211,188.0,keep
21,253,188.0,keep
22,144,188.0,keep
23,144,188.0,keep
25,224,188.0,keep
26,208,188.0,keep
30,46,188.0,keep
31,246,188.0,keep
32,51,188.0,keep
33,164,188.0,keep
35,163,188.0,keep
36,146,188.0,keep
37,140,188.0,keep
37,145,188.0,keep
38,210,188.0,keep
44,52,188.0,keep
45,150,188.0,keep
46,59,188.0,keep
46,180,188.0,keep
47,7,188.0,keep
47,244,188.0,keep
48,29,188.0,keep
49,229,188.0,keep
50,143,188.0,keep
53,37,188.0,keep
54,235,188.0,keep
56,182,188.0,keep
2,248,189.0,keep
3,50,189.0,keep
4,244,189.0,keep
6,137,189.0,keep
6,241,189.0,keep
8,190,189.0,keep
8,219,189.0,keep
10,26,189.0,keep
10,50,189.0,keep
11,138,189.0,keep
12,49,189.0,keep
13,192,189.0,keep
17,48,189.0,keep
17,248,189.0,keep
18,128,189.0,keep
19,172,189.0,keep
19,185,189.0,keep
22,222,189.0,keep
23,4,189.0,keep
25,149,189.0,keep
25,184,189.0,keep
27,29,189.0,keep
28,228,189.0,keep
30,61,189.0,keep
31,42,189.0,keep
32,50,189.0,keep
33,140,189.0,keep
33,153,189.0,keep
33,236,189.0,keep
35,157,189.0,keep
38,202,189.0,keep
39,135,189.0,keep
40,215,189.0,keep
41,183,189.0,keep
42,146,189.0,keep
44,198,189.0,keep
45,183,189.0,keep
46,186,189.0,keep
47,219,189.0,keep
49,9,189.0,keep
49,148,189.0,keep
50,168,189.0,keep
51,141,189.0,keep
51,209,189.0,keep
51,218,189.0,keep
54,182,189.0,keep
54,231,189.0,keep
57,135,189.0,keep
58,153,189.0,keep
59,57,189.0,keep
59,220,189.0,keep
60,46,189.0,keep
60,152,189.0,keep
0,146,190.0,keep
1,224,190.0,keep
3,8,190.0,keep
3,207,190.0,keep
5,195,190.0,keep
7,253,190.0,keep
8,146,190.0,keep
9,161,190.0,keep
9,189,190.0,keep
9,194,190.0,keep
9,214,190.0,keep
10,137,190.0,keep
10,180,190.0,keep
11,200,190.0,keep
13,137,190.0,keep
13,206,190.0,keep
14,20,190.0,keep
14,247,190.0,keep
17,252,190.0,keep
18,196,190.0,keep
18,232,190.0,keep
21,150,190.0,keep
22,202,190.0,keep
23,222,190.0,keep
24,50,190.0,keep
24,157,190.0,keep
27,42,190.0,keep
28,220,190.0,keep
28,247,190.0,keep
29,212,190.0,keep
29,244,190.0,keep
32,203,190.0,keep
33,40,190.0,keep
37,216,190.0,keep
37,244,190.0,keep
39,190,190.0,keep
43,217,190.0,keep
45,234,190.0,keep
48,147,190.0,keep
48,170,190.0,keep
50,1,190.0,keep
54,40,190.0,keep
55,34,190.0,keep
55,155,190.0,keep
59,211,190.0,keep
60,4,190.0,keep
60,132,190.0,keep
60,147,190.0,keep
60,180,190.0,keep
61,156,190.0,keep
0,167,191.0,keep
2,32,191.0,keep
2,139,191.0,keep
2,160,191.0,keep
3,3,191.0,keep
3,191,191.0,keep
3,246,191.0,keep
4,156,191.0,keep
5,11,191.0,keep
5,250,191.0,keep
9,251,191.0,keep
10,183,191.0,keep
10,239,191.0,keep
15,7,191.0,keep
15,228,191.0,keep
15,245,191.0,keep
17,37,191.0,keep
17,137,191.0,keep
17,145,191.0,keep
17,214,191.0,keep
20,156,191.0,keep
24,60,191.0,keep
24,131,191.0,keep
24,220,191.0,keep
25,215,191.0,keep
26,153,191.0,keep
26,184,191.0,keep
26,215,191.0,keep
29,134,191.0,keep
33,179,191.0,keep
36,10,191.0,keep
36,231,191.0,keep
37,53,191.0,keep
37,204,191.0,keep
38,159,191.0,keep
38,245,191.0,keep
40,4,191.0,keep
40,147,191.0,keep
43,246,191.0,keep
44,35,191.0,keep
44,151,191.0,keep
45,50,191.0,keep
47,170,191.0,keep
48,154,191.0,keep
51,61,191.0,keep
52,46,191.0,keep
53,154,191.0,keep
55,174,191.0,keep
57,16,191.0,keep
58,134,191.0,keep
61,149,191.0,keep
5,44,192.0,keep
7,139,192.0,keep
8,30,192.0,keep
9,1,192.0,keep
11,39,192.0,keep
11,225,192.0,keep
16,139,192.0,keep
17,30,192.0,keep
17,36,192.0,keep
17,249,192.0,keep
18,205,192.0,keep
19,243,192.0,keep
20,163,192.0,keep
21,179,192.0,keep
29,37,192.0,keep
30,175,192.0,keep
30,196,192.0,keep
34,165,192.0,keep
35,152,192.0,keep
36,135,192.0,keep
36,168,192.0,keep
37,197,192.0,keep
43,148,192.0,keep
44,236,192.0,keep
49,187,192.0,keep
50,137,192.0,keep
50,220,192.0,keep
50,247,192.0,keep
51,157,192.0,keep
52,11,192.0,keep
52,237,192.0,keep
53,250,192.0,keep
55,152,192.0,keep
56,221,192.0,keep
59,242,192.0,keep
61,253,192.0,keep
2,58,193.0,keep
2,151,193.0,keep
2,220,193.0,keep
4,210,193.0,keep
7,187,193.0,keep
9,48,193.0,keep
9,128,193.0,keep
10,191,193.0,keep
12,46,193.0,keep
15,149,193.0,keep
15,173,193.0,keep
16,215,193.0,keep
17,5,193.0,keep
21,143,193.0,keep
24,6,193.0,keep
27,160,193.0,keep
28,20,193.0,keep
28,227,193.0,keep
29,50,193.0,keep
29,142,193.0,keep
30,230,193.0,keep
35,151,193.0,keep
36,158,193.0,keep
36,184,193.0,keep
36,205,193.0,keep
37,211,193.0,keep
39,11,193.0,keep
39,231,193.0,keep
41,26,193.0,keep
43,9,193.0,keep
43,199,193.0,keep
44,129,193.0,keep
48,196,193.0,keep
49,132,193.0,keep
49,223,193.0,keep
57,240,193.0,keep
59,182,193.0,keep
0,207,194.0,keep
1,240,194.0,keep
5,133,194.0,keep
6,9,194.0,keep
7,220,194.0,keep
8,185,194.0,keep
9,184,194.0,keep
11,47,194.0,keep
12,42,194.0,keep
14,146,194.0,keep
15,161,194.0,keep
15,170,194.0,keep
15,180,194.0,keep
16,36,194.0,keep
17,244,194.0,keep
18,54,194.0,keep
21,139,194.0,keep
24,144,194.0,keep
25,162,194.0,keep
26,10,194.0,keep
28,41,194.0,keep
28,152,194.0,keep
30,228,194.0,keep
32,162,194.0,keep
35,148,194.0,keep
35,183,194.0,keep
36,50,194.0,keep
37,193,194.0,keep
37,203,194.0,keep
38,142,194.0,keep
38,162,194.0,keep
38,251,194.0,keep
39,158,194.0,keep
43,253,194.0,keep
44,37,194.0,keep
45,39,194.0,keep
45,46,194.0,keep
45,151,194.0,keep
52,3,194.0,keep
52,32,194.0,keep
52,146,194.0,keep
52,204,194.0,keep
53,253,194.0,keep
54,34,194.0,keep
56,147,194.0,keep
61,244,194.0,keep
1,132,195.0,keep
2,148,195.0,keep
5,135,195.0,keep
5,175,195.0,keep
9,53,195.0,keep
9,133,195.0,keep
10,10,195.0,keep
11,59,195.0,keep
12,29,195.0,keep
14,142,195.0,keep
16,224,195.0,keep
16,239,195.0,keep
18,56,195.0,keep
18,151,195.0,keep
18,176,195.0,keep
19,10,195.0,keep
19,128,195.0,keep
20,173,195.0,keep
22,162,195.0,keep
23,30,195.0,keep
25,46,195.0,keep
27,30,195.0,keep
28,166,195.0,keep
29,0,195.0,keep
30,1,195.0,keep
32,1,195.0,keep
32,206,195.0,keep
32,220,195.0,keep
33,54,195.0,keep
33,217,195.0,keep
35,5,195.0,keep
37,245,195.0,keep
38,48,195.0,keep
39,235,195.0,keep
40,3,195.0,keep
41,167,195.0,keep
42,176,195.0,keep
44,247,195.0,keep
45,156,195.0,keep
48,180,195.0,keep
51,51,195.0,keep
53,196,195.0,keep
57,155,195.0,keep
58,231,195.0,keep
59,36,195.0,keep
59,249,195.0,keep
60,167,195.0,keep
0,128,196.0,keep
1,187,196.0,keep
2,175,196.0,keep
4,33,196.0,keep
5,251,196.0,keep
9,231,196.0,keep
9,250,196.0,keep
10,194,196.0,keep
12,210,196.0,keep
16,174,196.0,keep
19,163,196.0,keep
19,201,196.0,keep
20,140,196.0,keep
20,179,196.0,keep
22,43,196.0,keep
23,31,196.0,keep
24,26,196.0,keep
26,167,196.0,keep
27,199,196.0,keep
28,0,196.0,keep
31,7,196.0,keep
32,136,196.0,keep
32,230,196.0,keep
37,160,196.0,keep
37,248,196.0,keep
41,9,196.0,keep
42,8,196.0,keep
44,249,196.0,keep
45,140,196.0,keep
45,198,196.0,keep
46,175,196.0,keep
47,136,196.0,keep
47,192,196.0,keep
49,133,196.0,keep
49,195,196.0,keep
51,189,196.0,keep
52,137,196.0,keep
54,233,196.0,keep
56,156,196.0,keep
57,181,196.0,keep
60,156,196.0,keep
61,164,196.0,keep
0,232,197.0,keep
0,235,197.0,keep
1,244,197.0,keep
2,190,197.0,keep
7,198,197.0,keep
9,243,197.0,keep
10,242,197.0,keep
11,240,197.0,keep
19,167,197.0,keep
19,177,197.0,keep
20,8,197.0,keep
22,245,197.0,keep
25,214,197.0,keep
26,40,197.0,keep
30,213,197.0,keep
31,149,197.0,keep
31,182,197.0,keep
32,186,197.0,keep
34,167,197.0,keep
34,189,197.0,keep
34,253,197.0,keep
41,33,197.0,keep
41,60,197.0,keep
41,176,197.0,keep
41,217,197.0,keep
42,166,197.0,keep
42,236,197.0,keep
43,1,197.0,keep
43,155,197.0,keep
43,186,197.0,keep
46,133,197.0,keep
46,210,197.0,keep
47,188,197.0,keep
47,243,197.0,keep
48,4,197.0,keep
48,185,197.0,keep
50,195,197.0,keep
53,35,197.0,keep
55,130,197.0,keep
56,40,197.0,keep
57,189,197.0,keep
59,26,197.0,keep
60,190,197.0,keep
60,216,197.0,keep
1,185,198.0,keep
6,30,198.0,keep
8,212,198.0,keep
11,30,198.0,keep
13,127,198.0,keep
14,240,198.0,keep
15,140,198.0,keep
16,173,198.0,keep
17,202,198.0,keep
18,170,198.0,keep
19,9,198.0,keep
19,225,198.0,keep
20,36,198.0,keep
21,46,198.0,keep
24,40,198.0,keep
24,41,198.0,keep
25,155,198.0,keep
26,194,198.0,keep
26,197,198.0,keep
27,154,198.0,keep
28,127,198.0,keep
28,155,198.0,keep
30,44,198.0,keep
30,174,198.0,keep
30,242,198.0,keep
31,215,198.0,keep
31,223,198.0,keep
32,238,198.0,keep
33,9,198.0,keep
33,238,198.0,keep
35,10,198.0,keep
36,165,198.0,keep
36,198,198.0,keep
37,54,198.0,keep
38,179,198.0,keep
39,44,198.0,keep
40,170,198.0,keep
41,187,198.0,keep
41,208,198.0,keep
41,209,198.0,keep
43,4,198.0,keep
43,192,198.0,keep
43,248,198.0,keep
44,237,198.0,keep
45,187,198.0,keep
47,8,198.0,keep
48,165,198.0,keep
49,246,198.0,keep
50,129,198.0,keep
53,201,198.0,keep
56,58,198.0,keep
58,247,198.0,keep
59,240,198.0,keep
60,33,198.0,keep
60,219,198.0,keep
0,139,199.0,keep
0,166,199.0,keep
1,42,199.0,keep
1,134,199.0,keep
2,166,199.0,keep
4,247,199.0,keep
6,1,199.0,keep
6,160,199.0,keep
6,162,199.0,keep
6,203,199.0,keep
8,196,199.0,keep
10,247,199.0,keep
11,167,199.0,keep
12,178,199.0,keep
13,199,199.0,keep
15,59,199.0,keep
21,145,199.0,keep
22,127,199.0,keep
23,126,199.0,keep
23,155,199.0,keep
25,5,199.0,keep
25,54,199.0,keep
27,167,199.0,keep
31,51,199.0,keep
33,53,199.0,keep
33,173,199.0,keep
35,202,199.0,keep
38,163,199.0,keep
42,167,199.0,keep
42,233,199.0,keep
50,148,199.0,keep
50,153,199.0,keep
50,190,199.0,keep
50,209,199.0,keep
53,1,199.0,keep
53,36,199.0,keep
53,136,199.0,keep
53,215,199.0,keep
53,230,199.0,keep
53,244,199.0,keep
56,139,199.0,keep
59,218,199.0,keep
61,201,199.0,keep
0,180,200.0,keep
0,188,200.0,keep
4,130,200.0,keep
4,138,200.0,keep
6,7,200.0,keep
6,29,200.0,keep
9,57,200.0,keep
9,162,200.0,keep
10,224,200.0,keep
12,187,200.0,keep
14,184,200.0,keep
15,234,200.0,keep
19,16,200.0,keep
20,4,200.0,keep
20,216,200.0,keep
21,155,200.0,keep
22,11,200.0,keep
23,248,200.0,keep
24,163,200.0,keep
25,43,200.0,keep
25,197,200.0,keep
27,60,200.0,keep
32,38,200.0,keep
33,37,200.0,keep
34,60,200.0,keep
34,143,200.0,keep
39,33,200.0,keep
39,202,200.0,keep
41,182,200.0,keep
42,150,200.0,keep
42,197,200.0,keep
43,54,200.0,keep
43,224,200.0,keep
46,31,200.0,keep
49,4,200.0,keep
49,138,200.0,keep
49,177,200.0,keep
51,234,200.0,keep
54,243,200.0,keep
55,195,200.0,keep
58,57,200.0,keep
58,149,200.0,keep
61,171,200.0,keep
61,242,200.0,keep
3,162,201.0,keep
8,179,201.0,keep
9,140,201.0,keep
10,236,201.0,keep
11,179,201.0,keep
12,167,201.0,keep
14,61,201.0,keep
14,145,201.0,keep
15,242,201.0,keep
17,203,201.0,keep
17,218,201.0,keep
21,231,201.0,keep
22,26,201.0,keep
23,171,201.0,keep
23,208,201.0,keep
28,51,201.0,keep
28,175,201.0,keep
28,219,201.0,keep
30,129,201.0,keep
35,185,201.0,keep
43,226,201.0,keep
44,49,201.0,keep
44,174,201.0,keep
44,183,201.0,keep
44,194,201.0,keep
46,51,201.0,keep
46,58,201.0,keep
46,150,201.0,keep
46,240,201.0,keep
54,176,201.0,keep
54,203,201.0,keep
55,145,201.0,keep
56,30,201.0,keep
56,189,201.0,keep
58,251,201.0,keep
60,3,201.0,keep
61,134,201.0,keep
0,202,202.0,keep
1,183,202.0,keep
10,238,202.0,keep
12,235,202.0,keep
13,7,202.0,keep
14,30,202.0,keep
17,132,202.0,keep
17,245,202.0,keep
18,166,202.0,keep
18,182,202.0,keep
18,227,202.0,keep
20,219,202.0,keep
23,221,202.0,keep
24,37,202.0,keep
24,205,202.0,keep
25,236,202.0,keep
27,16,202.0,keep
27,57,202.0,keep
29,207,202.0,keep
30,179,202.0,keep
30,203,202.0,keep
32,191,202.0,keep
33,240,202.0,keep
33,247,202.0,keep
34,145,202.0,keep
35,174,202.0,keep
36,127,202.0,keep
37,249,202.0,keep
39,2,202.0,keep
39,156,202.0,keep
43,20,202.0,keep
45,11,202.0,keep
45,45,202.0,keep
46,153,202.0,keep
46,200,202.0,keep
48,173,202.0,keep
49,171,202.0,keep
50,16,202.0,keep
51,129,202.0,keep
51,188,202.0,keep
56,239,202.0,keep
0,240,203.0,keep
1,169,203.0,keep
2,180,203.0,keep
3,57,203.0,keep
5,193,203.0,keep
14,31,203.0,keep
14,188,203.0,keep
14,212,203.0,keep
16,54,203.0,keep
16,154,203.0,keep
17,209,203.0,keep
17,224,203.0,keep
18,143,203.0,keep
18,198,203.0,keep
20,198,203.0,keep
23,158,203.0,keep
24,190,203.0,keep
25,40,203.0,keep
25,245,203.0,keep
26,214,203.0,keep
31,137,203.0,keep
31,194,203.0,keep
32,31,203.0,keep
33,197,203.0,keep
34,248,203.0,keep
35,3,203.0,keep
36,211,203.0,keep
39,193,203.0,keep
42,42,203.0,keep
44,61,203.0,keep
44,178,203.0,keep
47,138,203.0,keep
48,51,203.0,keep
50,186,203.0,keep
51,156,203.0,keep
52,175,203.0,keep
55,217,203.0,keep
55,229,203.0,keep
57,182,203.0,keep
58,33,203.0,keep
60,32,203.0,keep
0,216,204.0,keep
2,49,204.0,keep
2,168,204.0,keep
5,129,204.0,keep
7,192,204.0,keep
8,32,204.0,keep
11,145,204.0,keep
12,173,204.0,keep
12,203,204.0,keep
17,164,204.0,keep
18,157,204.0,keep
19,215,204.0,keep
20,196,204.0,keep
23,194,204.0,keep
23,241,204.0,keep
25,58,204.0,keep
26,190,204.0,keep
26,210,204.0,keep
28,32,204.0,keep
29,214,204.0,keep
29,252,204.0,keep
34,39,204.0,keep
34,217,204.0,keep
34,230,204.0,keep
34,245,204.0,keep
35,200,204.0,keep
36,239,204.0,keep
38,41,204.0,keep
38,201,204.0,keep
39,251,204.0,keep
40,165,204.0,keep
44,192,204.0,keep
44,211,204.0,keep
46,128,204.0,keep
49,52,204.0,keep
49,139,204.0,keep
52,165,204.0,keep
52,183,204.0,keep
53,130,204.0,keep
60,142,204.0,keep
61,180,204.0,keep
1,56,205.0,keep
4,54,205.0,keep
4,127,205.0,keep
5,161,205.0,keep
5,176,205.0,keep
7,197,205.0,keep
9,134,205.0,keep
9,204,205.0,keep
10,150,205.0,keep
12,3,205.0,keep
12,239,205.0,keep
13,53,205.0,keep
14,167,205.0,keep
18,130,205.0,keep
18,212,205.0,keep
18,222,205.0,keep
21,4,205.0,keep
24,8,205.0,keep
25,61,205.0,keep
30,217,205.0,keep
31,29,205.0,keep
32,192,205.0,keep
32,202,205.0,keep
34,236,205.0,keep
35,160,205.0,keep
36,5,205.0,keep
36,38,205.0,keep
37,152,205.0,keep
40,16,205.0,keep
40,126,205.0,keep
42,185,205.0,keep
44,238,205.0,keep
46,224,205.0,keep
47,5,205.0,keep
49,8,205.0,keep
50,135,205.0,keep
50,144,205.0,keep
53,245,205.0,keep
53,249,205.0,keep
55,199,205.0,keep
57,6,205.0,keep
58,160,205.0,keep
59,196,205.0,keep
2,35,206.0,keep
3,56,206.0,keep
7,171,206.0,keep
10,168,206.0,keep
10,190,206.0,keep
13,31,206.0,keep
13,210,206.0,keep
14,138,206.0,keep
15,130,206.0,keep
18,7,206.0,keep
21,36,206.0,keep
24,31,206.0,keep
26,175,206.0,keep
28,222,206.0,keep
30,147,206.0,keep
32,184,206.0,keep
33,146,206.0,keep
36,20,206.0,keep
36,126,206.0,keep
36,229,206.0,keep
36,236,206.0,keep
37,136,206.0,keep
37,247,206.0,keep
39,144,206.0,keep
40,231,206.0,keep
42,214,206.0,keep
44,155,206.0,keep
44,219,206.0,keep
44,248,206.0,keep
45,26,206.0,keep
48,230,206.0,keep
48,236,206.0,keep
48,246,206.0,keep
49,215,206.0,keep
52,213,206.0,keep
53,53,206.0,keep
55,136,206.0,keep
56,218,206.0,keep
57,170,206.0,keep
57,186,206.0,keep
58,136,206.0,keep
59,5,206.0,keep
60,58,206.0,keep
60,59,206.0,keep
3,187,207.0,keep
4,228,207.0,keep
7,8,207.0,keep
7,211,207.0,keep
8,171,207.0,keep
10,181,207.0,keep
10,187,207.0,keep
12,11,207.0,keep
14,251,207.0,keep
15,182,207.0,keep
16,171,207.0,keep
17,143,207.0,keep
19,26,207.0,keep
20,131,207.0,keep
20,175,207.0,keep
21,35,207.0,keep
22,52,207.0,keep
22,150,207.0,keep
24,155,207.0,keep
24,191,207.0,keep
25,234,207.0,keep
25,250,207.0,keep
26,42,207.0,keep
27,251,207.0,keep
28,35,207.0,keep
32,37,207.0,keep
35,178,207.0,keep
35,201,207.0,keep
35,227,207.0,keep
36,32,207.0,keep
42,237,207.0,keep
44,3,207.0,keep
45,165,207.0,keep
48,148,207.0,keep
48,197,207.0,keep
49,194,207.0,keep
54,168,207.0,keep
54,224,207.0,keep
55,167,207.0,keep
61,53,207.0,keep
61,228,207.0,keep
0,8,208.0,keep
0,248,208.0,keep
1,138,208.0,keep
2,43,208.0,keep
2,236,208.0,keep
4,219,208.0,keep
5,40,208.0,keep
7,32,208.0,keep
7,244,208.0,keep
8,0,208.0,keep
8,240,208.0,keep
8,242,208.0,keep
11,169,208.0,keep
14,189,208.0,keep
15,3,208.0,keep
15,243,208.0,keep
17,0,208.0,keep
17,11,208.0,keep
17,221,208.0,keep
19,133,208.0,keep
19,220,208.0,keep
21,245,208.0,keep
22,232,208.0,keep
25,249,208.0,keep
26,3,208.0,keep
26,242,208.0,keep
32,129,208.0,keep
34,57,208.0,keep
36,44,208.0,keep
36,228,208.0,keep
38,206,208.0,keep
40,242,208.0,keep
40,252,208.0,keep
42,248,208.0,keep
43,8,208.0,keep
45,202,208.0,keep
46,253,208.0,keep
50,215,208.0,keep
51,58,208.0,keep
52,198,208.0,keep
52,206,208.0,keep
53,194,208.0,keep
54,160,208.0,keep
54,239,208.0,keep
58,9,208.0,keep
58,143,208.0,keep
59,56,208.0,keep
0,239,209.0,keep
5,143,209.0,keep
6,159,209.0,keep
9,236,209.0,keep
10,217,209.0,keep
12,1,209.0,keep
12,186,209.0,keep
13,35,209.0,keep
13,242,209.0,keep
20,53,209.0,keep
21,237,209.0,keep
22,1,209.0,keep
25,51,209.0,keep
26,31,209.0,keep
26,246,209.0,keep
28,187,209.0,keep
28,223,209.0,keep
29,4,209.0,keep
30,139,209.0,keep
31,188,209.0,keep
33,204,209.0,keep
34,214,209.0,keep
36,11,209.0,keep
37,176,209.0,keep
37,217,209.0,keep
40,175,209.0,keep
42,246,209.0,keep
44,6,209.0,keep
45,53,209.0,keep
45,213,209.0,keep
46,172,209.0,keep
49,220,209.0,keep
49,224,209.0,keep
49,242,209.0,keep
50,26,209.0,keep
50,126,209.0,keep
50,155,209.0,keep
51,136,209.0,keep
52,8,209.0,keep
53,131,209.0,keep
53,157,209.0,keep
53,213,209.0,keep
56,26,209.0,keep
56,231,209.0,keep
57,44,209.0,keep
58,140,209.0,keep
60,248,209.0,keep
61,26,209.0,keep
0,36,210.0,keep
3,59,210.0,keep
3,188,210.0,keep
4,198,210.0,keep
5,236,210.0,keep
6,247,210.0,keep
7,163,210.0,keep
9,241,210.0,keep
10,40,210.0,keep
10,46,210.0,keep
13,149,210.0,keep
14,52,210.0,keep
16,240,210.0,keep
17,29,210.0,keep
18,150,210.0,keep
19,6,210.0,keep
19,175,210.0,keep
25,135,210.0,keep
